,dose1_date,city,dose1_all,dose1_all_c,pop_all,dose1_all_c_prcent
3654,2021-01-03,Santa Catalina Island,0,0,256,0
3655,2021-01-03,Santa Clarita,0,1,188565,0
3656,2021-01-03,Santa Fe Springs,0,0,15903,0
3657,2021-01-03,Santa Monica,0,2,84349,0
3658,2021-01-03,Santa Monica Mountains,0,0,17015,0
3659,2021-01-03,Saugus/Canyon Country,0,0,344,0
3660,2021-01-03,Sierra Madre,0,0,10002,0
3661,2021-01-03,Signal Hill,0,0,9907,0
3662,2021-01-03,South Antelope Valley,0,0,432,0
3663,2021-01-03,South El Monte,0,0,19249,0
3664,2021-01-03,South Gate,0,0,80283,0
3665,2021-01-03,South Pasadena,0,0,23381,0
3666,2021-01-03,South San Gabriel,0,0,7942,0
3667,2021-01-03,South Whittier,0,0,50584,0
3668,2021-01-03,Southeast Antelope Valley,0,0,663,0
3669,2021-01-03,Stevenson Ranch,0,0,18736,0
3670,2021-01-03,Sun Village,0,0,5041,0
3671,2021-01-03,Sunrise Village,0,0,1120,0
3672,2021-01-03,Temple City,0,0,33037,0
3673,2021-01-03,Torrance,0,1,131421,0
3674,2021-01-03,Twin Lakes/Oat Mountain,0,0,1460,0
3675,2021-01-03,Val Verde,0,0,2907,0
3676,2021-01-03,Valencia,0,0,2573,0
3677,2021-01-03,Valinda,0,0,19756,0
3678,2021-01-03,View Park/Windsor Hills,0,0,10571,0
3679,2021-01-03,Walnut,0,0,28130,0
3680,2021-01-03,Walnut Park,0,0,13438,0
3681,2021-01-03,West Antelope Valley,0,0,1414,0
3682,2021-01-03,West Carson,0,0,19327,0
3683,2021-01-03,West Covina,0,0,93958,0
3684,2021-01-03,West Hollywood,0,3,34698,0
3685,2021-01-03,West LA,0,0,898,0
3686,2021-01-03,West Puente Valley,0,0,8419,0
3687,2021-01-03,West Rancho Dominguez,0,0,1161,0
3688,2021-01-03,West Whittier/Los Nietos,0,0,23033,0
3689,2021-01-03,Westfield/Academy Hills,0,0,1210,0
3690,2021-01-03,Westhills,0,0,805,0
3691,2021-01-03,Westlake Village,0,0,7749,0
3692,2021-01-03,Westmont,0,0,35234,0
3693,2021-01-03,White Fence Farms,0,0,3491,0
3694,2021-01-03,Whittier,0,1,78566,0
3695,2021-01-03,Willowbrook,0,0,28616,0
3696,2021-01-03,Wiseburn,0,0,5152,0
3697,2021-01-04,Acton,0,0,7269,0
3698,2021-01-04,Agoura Hills,2,2,18920,0
3699,2021-01-04,Agua Dulce,0,0,3871,0
3700,2021-01-04,Alhambra,12,13,76362,0
3701,2021-01-04,Altadena,4,4,38928,0
3702,2021-01-04,Anaverde,0,0,1347,0
3703,2021-01-04,Angeles National Forest,0,0,1136,0
3704,2021-01-04,Arcadia,12,12,60474,0
3705,2021-01-04,Artesia,1,1,15043,0
3706,2021-01-04,Athens Village,0,0,4048,0
3707,2021-01-04,Avalon,0,0,3266,0
3708,2021-01-04,Avocado Heights,0,0,5780,0
3709,2021-01-04,Azusa,9,9,56925,0
3710,2021-01-04,Baldwin Park,8,8,65069,0
3711,2021-01-04,Bassett,1,1,12572,0
3712,2021-01-04,Bell,0,0,30235,0
3713,2021-01-04,Bell Gardens,0,0,35056,0
3714,2021-01-04,Bellflower,4,5,65994,0
3715,2021-01-04,Beverly Hills,0,0,31578,0
3716,2021-01-04,Bouquet Canyon,0,0,953,0
3717,2021-01-04,Bradbury,0,0,979,0
3718,2021-01-04,Burbank,10,10,93794,0
3719,2021-01-04,Calabasas,0,0,21901,0
3720,2021-01-04,Canyon Country,0,0,1676,0
3721,2021-01-04,Carson,6,9,81850,0
3722,2021-01-04,Castaic,10,10,24050,0
3723,2021-01-04,Cerritos,5,7,47203,0
3724,2021-01-04,Charter Oak,5,5,11566,0
3725,2021-01-04,Claremont,12,12,34332,0
3726,2021-01-04,Commerce,1,1,10917,0
3727,2021-01-04,Compton,5,5,80305,0
3728,2021-01-04,Covina,34,34,56881,0.1
3729,2021-01-04,Cudahy,0,0,19865,0
3730,2021-01-04,Culver City,10,10,35395,0
3731,2021-01-04,Del Aire,1,1,3780,0
3732,2021-01-04,Del Rey,0,0,381,0
3733,2021-01-04,Del Sur,0,0,2227,0
3734,2021-01-04,Desert View Highlands,0,0,2141,0
3735,2021-01-04,Diamond Bar,11,11,51968,0
3736,2021-01-04,Downey,7,8,97261,0
3737,2021-01-04,Duarte,8,8,22893,0
3738,2021-01-04,East Covina,0,0,319,0
3739,2021-01-04,East La Mirada,1,1,4706,0
3740,2021-01-04,East Lancaster,0,0,97,0
3741,2021-01-04,East Los Angeles,2,3,102599,0
3742,2021-01-04,East Pasadena,1,1,6758,0
3743,2021-01-04,East Rancho Dominguez,0,0,12183,0
3744,2021-01-04,East San Gabriel,2,2,21191,0
3745,2021-01-04,East Whittier,1,1,4590,0
3746,2021-01-04,El Camino Village,1,1,7300,0
3747,2021-01-04,El Monte,4,4,98965,0
3748,2021-01-04,El Segundo,0,0,15096,0
3749,2021-01-04,Elizabeth Lake,0,0,1517,0
3750,2021-01-04,Florence-Graham,1,2,51924,0
3751,2021-01-04,Gardena,3,3,52660,0
3752,2021-01-04,Glendale,9,9,184755,0
3753,2021-01-04,Glendora,14,15,47029,0
3754,2021-01-04,Hacienda Heights,6,6,50240,0
3755,2021-01-04,Hawaiian Gardens,0,0,12077,0
3756,2021-01-04,Hawthorne,3,3,75036,0
3757,2021-01-04,Hermosa Beach,7,8,17571,0
3758,2021-01-04,Hi Vista,0,0,934,0
3759,2021-01-04,Hidden Hills,0,0,1758,0
3760,2021-01-04,Huntington Park,1,1,49109,0
3761,2021-01-04,Inglewood,3,3,95382,0
3762,2021-01-04,Irwindale,0,0,1332,0
3763,2021-01-04,Kagel/Lopez Canyons,0,0,1167,0
3764,2021-01-04,La Canada Flintridge,5,5,19192,0
3765,2021-01-04,La Crescenta-Montrose,2,2,17899,0
3766,2021-01-04,La Habra Heights,0,1,5732,0
3767,2021-01-04,La Mirada,3,3,43990,0
3768,2021-01-04,La Puente,4,4,34490,0
3769,2021-01-04,La Rambla,0,0,1785,0
3770,2021-01-04,La Verne,11,11,31907,0
3771,2021-01-04,Ladera Heights,1,1,6422,0
3772,2021-01-04,Lake Hughes,0,0,570,0
3773,2021-01-04,Lake Los Angeles,0,0,10813,0
3774,2021-01-04,Lake Manor,0,0,1470,0
3775,2021-01-04,Lakewood,5,8,70726,0
3776,2021-01-04,Lancaster,3,3,134419,0
3777,2021-01-04,Lawndale,1,1,28284,0
3778,2021-01-04,Lennox,0,0,18429,0
3779,2021-01-04,Leona Valley,0,0,1630,0
3780,2021-01-04,Littlerock,0,0,3507,0
3781,2021-01-04,Littlerock/Juniper Hills,0,0,1277,0
3782,2021-01-04,Littlerock/Pearblossom,0,0,3042,0
3783,2021-01-04,Llano,0,0,783,0
3784,2021-01-04,Lomita,0,0,17918,0
3785,2021-01-04,Long Beach,17,23,405914,0
3786,2021-01-04,Los Angeles,180,192,3466830,0
3787,2021-01-04,Lynwood,2,2,58354,0
3788,2021-01-04,Malibu,1,1,11447,0
3789,2021-01-04,Manhattan Beach,3,3,31855,0
3790,2021-01-04,Marina del Rey,0,0,8508,0
3791,2021-01-04,Maywood,0,0,22856,0
3792,2021-01-04,Monrovia,14,14,36382,0
3793,2021-01-04,Montebello,2,3,55095,0
3794,2021-01-04,Monterey Park,4,4,55132,0
3795,2021-01-04,Newhall,0,0,195,0
3796,2021-01-04,North Lancaster,0,0,1116,0
3797,2021-01-04,North Whittier,0,0,7231,0
3798,2021-01-04,Norwalk,6,6,90824,0
3799,2021-01-04,Padua Hills,0,0,203,0
3800,2021-01-04,Palmdale,4,4,132486,0
3801,2021-01-04,Palos Verdes Estates,3,3,12635,0
3802,2021-01-04,Palos Verdes Peninsula,0,0,595,0
3803,2021-01-04,Paramount,4,4,45813,0
3804,2021-01-04,Pasadena,35,35,126923,0
3805,2021-01-04,Pearblossom/Llano,0,0,1748,0
3806,2021-01-04,Pellissier Village,0,0,515,0
3807,2021-01-04,Pico Rivera,1,1,54715,0
3808,2021-01-04,Placerita Canyon,0,0,383,0
3809,2021-01-04,Pomona,12,12,130766,0
3810,2021-01-04,Quartz Hill,0,0,11319,0
3811,2021-01-04,Rancho Dominguez,0,0,2407,0
3812,2021-01-04,Rancho Palos Verdes,0,1,39438,0
3813,2021-01-04,Redondo Beach,2,2,58665,0
3814,2021-01-04,Rolling Hills,1,1,1819,0.1
3815,2021-01-04,Rolling Hills Estates,0,0,7702,0
3816,2021-01-04,Roosevelt,0,0,768,0
3817,2021-01-04,Rosemead,4,4,48554,0
3818,2021-01-04,Rosewood,0,0,1134,0
3819,2021-01-04,Rosewood/East Gardena,0,0,1064,0
3820,2021-01-04,Rosewood/West Rancho Dominguez,1,1,2878,0
3821,2021-01-04,Rowland Heights,6,6,45524,0
3822,2021-01-04,San Dimas,14,14,31193,0
3823,2021-01-04,San Fernando,0,0,20965,0
3824,2021-01-04,San Francisquito Canyon/Bouquet Canyon,0,0,154,0
3825,2021-01-04,San Gabriel,30,30,36321,0.1
3826,2021-01-04,San Jose Hills,1,1,16912,0
3827,2021-01-04,San Marino,9,9,12278,0.1
3828,2021-01-04,San Pasqual,1,1,1737,0.1
3829,2021-01-04,Sand Canyon,0,0,293,0
3830,2021-01-04,Santa Catalina Island,0,0,256,0
3831,2021-01-04,Santa Clarita,110,111,188565,0.1
3832,2021-01-04,Santa Fe Springs,1,1,15903,0
3833,2021-01-04,Santa Monica,14,16,84349,0
3834,2021-01-04,Santa Monica Mountains,1,1,17015,0
3835,2021-01-04,Saugus/Canyon Country,0,0,344,0
3836,2021-01-04,Sierra Madre,5,5,10002,0
3837,2021-01-04,Signal Hill,1,1,9907,0
3838,2021-01-04,South Antelope Valley,0,0,432,0
3839,2021-01-04,South El Monte,0,0,19249,0
3840,2021-01-04,South Gate,2,2,80283,0
3841,2021-01-04,South Pasadena,8,8,23381,0
3842,2021-01-04,South San Gabriel,1,1,7942,0
3843,2021-01-04,South Whittier,1,1,50584,0
3844,2021-01-04,Southeast Antelope Valley,0,0,663,0
3845,2021-01-04,Stevenson Ranch,19,19,18736,0.1
3846,2021-01-04,Sun Village,0,0,5041,0
3847,2021-01-04,Sunrise Village,0,0,1120,0
3848,2021-01-04,Temple City,6,6,33037,0
3849,2021-01-04,Torrance,3,4,131421,0
3850,2021-01-04,Twin Lakes/Oat Mountain,1,1,1460,0.1
3851,2021-01-04,Val Verde,0,0,2907,0
3852,2021-01-04,Valencia,7,7,2573,0.3
3853,2021-01-04,Valinda,5,5,19756,0
3854,2021-01-04,View Park/Windsor Hills,1,1,10571,0
3855,2021-01-04,Walnut,6,6,28130,0
3856,2021-01-04,Walnut Park,0,0,13438,0
3857,2021-01-04,West Antelope Valley,0,0,1414,0
3858,2021-01-04,West Carson,4,4,19327,0
3859,2021-01-04,West Covina,27,27,93958,0
3860,2021-01-04,West Hollywood,2,5,34698,0
3861,2021-01-04,West LA,1,1,898,0.1
3862,2021-01-04,West Puente Valley,0,0,8419,0
3863,2021-01-04,West Rancho Dominguez,0,0,1161,0
3864,2021-01-04,West Whittier/Los Nietos,1,1,23033,0
3865,2021-01-04,Westfield/Academy Hills,0,0,1210,0
3866,2021-01-04,Westhills,0,0,805,0
3867,2021-01-04,Westlake Village,0,0,7749,0
3868,2021-01-04,Westmont,3,3,35234,0
3869,2021-01-04,White Fence Farms,0,0,3491,0
3870,2021-01-04,Whittier,7,8,78566,0
3871,2021-01-04,Willowbrook,1,1,28616,0
3872,2021-01-04,Wiseburn,0,0,5152,0
3873,2021-01-05,Acton,1,1,7269,0
3874,2021-01-05,Agoura Hills,6,8,18920,0
3875,2021-01-05,Agua Dulce,2,2,3871,0.1
3876,2021-01-05,Alhambra,19,32,76362,0
3877,2021-01-05,Altadena,8,12,38928,0
3878,2021-01-05,Anaverde,1,1,1347,0.1
3879,2021-01-05,Angeles National Forest,0,0,1136,0
3880,2021-01-05,Arcadia,20,32,60474,0.1
3881,2021-01-05,Artesia,3,4,15043,0
3882,2021-01-05,Athens Village,0,0,4048,0
3883,2021-01-05,Avalon,0,0,3266,0
3884,2021-01-05,Avocado Heights,2,2,5780,0
3885,2021-01-05,Azusa,13,22,56925,0
3886,2021-01-05,Baldwin Park,15,23,65069,0
3887,2021-01-05,Bassett,2,3,12572,0
3888,2021-01-05,Bell,1,1,30235,0
3889,2021-01-05,Bell Gardens,2,2,35056,0
3890,2021-01-05,Bellflower,7,12,65994,0
3891,2021-01-05,Beverly Hills,11,11,31578,0
3892,2021-01-05,Bouquet Canyon,0,0,953,0
3893,2021-01-05,Bradbury,1,1,979,0.1
3894,2021-01-05,Burbank,34,44,93794,0
3895,2021-01-05,Calabasas,9,9,21901,0
3896,2021-01-05,Canyon Country,0,0,1676,0
3897,2021-01-05,Carson,22,31,81850,0
3898,2021-01-05,Castaic,11,21,24050,0.1
3899,2021-01-05,Cerritos,12,19,47203,0
3900,2021-01-05,Charter Oak,4,9,11566,0.1
3901,2021-01-05,Claremont,6,18,34332,0.1
3902,2021-01-05,Commerce,0,1,10917,0
3903,2021-01-05,Compton,4,9,80305,0
3904,2021-01-05,Covina,22,56,56881,0.1
3905,2021-01-05,Cudahy,1,1,19865,0
3906,2021-01-05,Culver City,15,25,35395,0.1
3907,2021-01-05,Del Aire,3,4,3780,0.1
3908,2021-01-05,Del Rey,1,1,381,0.3
3909,2021-01-05,Del Sur,0,0,2227,0
3910,2021-01-05,Desert View Highlands,0,0,2141,0
3911,2021-01-05,Diamond Bar,13,24,51968,0
3912,2021-01-05,Downey,10,18,97261,0
3913,2021-01-05,Duarte,11,19,22893,0.1
3914,2021-01-05,East Covina,0,0,319,0
3915,2021-01-05,East La Mirada,0,1,4706,0
3916,2021-01-05,East Lancaster,0,0,97,0
3917,2021-01-05,East Los Angeles,14,17,102599,0
3918,2021-01-05,East Pasadena,3,4,6758,0.1
3919,2021-01-05,East Rancho Dominguez,0,0,12183,0
3920,2021-01-05,East San Gabriel,2,4,21191,0
3921,2021-01-05,East Whittier,0,1,4590,0
3922,2021-01-05,El Camino Village,0,1,7300,0
3923,2021-01-05,El Monte,2,6,98965,0
3924,2021-01-05,El Segundo,3,3,15096,0
3925,2021-01-05,Elizabeth Lake,0,0,1517,0
3926,2021-01-05,Florence-Graham,1,3,51924,0
3927,2021-01-05,Gardena,3,6,52660,0
3928,2021-01-05,Glendale,37,46,184755,0
3929,2021-01-05,Glendora,28,43,47029,0.1
3930,2021-01-05,Hacienda Heights,11,17,50240,0
3931,2021-01-05,Hawaiian Gardens,0,0,12077,0
3932,2021-01-05,Hawthorne,9,12,75036,0
3933,2021-01-05,Hermosa Beach,13,21,17571,0.1
3934,2021-01-05,Hi Vista,0,0,934,0
3935,2021-01-05,Hidden Hills,0,0,1758,0
3936,2021-01-05,Huntington Park,2,3,49109,0
3937,2021-01-05,Inglewood,4,7,95382,0
3938,2021-01-05,Irwindale,0,0,1332,0
3939,2021-01-05,Kagel/Lopez Canyons,0,0,1167,0
3940,2021-01-05,La Canada Flintridge,19,24,19192,0.1
3941,2021-01-05,La Crescenta-Montrose,9,11,17899,0.1
3942,2021-01-05,La Habra Heights,3,4,5732,0.1
3943,2021-01-05,La Mirada,14,17,43990,0
3944,2021-01-05,La Puente,5,9,34490,0
3945,2021-01-05,La Rambla,0,0,1785,0
3946,2021-01-05,La Verne,9,20,31907,0.1
3947,2021-01-05,Ladera Heights,2,3,6422,0
3948,2021-01-05,Lake Hughes,0,0,570,0
3949,2021-01-05,Lake Los Angeles,0,0,10813,0
3950,2021-01-05,Lake Manor,0,0,1470,0
3951,2021-01-05,Lakewood,17,25,70726,0
3952,2021-01-05,Lancaster,75,78,134419,0.1
3953,2021-01-05,Lawndale,3,4,28284,0
3954,2021-01-05,Lennox,0,0,18429,0
3955,2021-01-05,Leona Valley,1,1,1630,0.1
3956,2021-01-05,Littlerock,0,0,3507,0
3957,2021-01-05,Littlerock/Juniper Hills,0,0,1277,0
3958,2021-01-05,Littlerock/Pearblossom,0,0,3042,0
3959,2021-01-05,Llano,0,0,783,0
3960,2021-01-05,Lomita,3,3,17918,0
3961,2021-01-05,Long Beach,68,91,405914,0
3962,2021-01-05,Los Angeles,670,862,3466830,0
3963,2021-01-05,Lynwood,6,8,58354,0
3964,2021-01-05,Malibu,2,3,11447,0
3965,2021-01-05,Manhattan Beach,19,22,31855,0.1
3966,2021-01-05,Marina del Rey,5,5,8508,0.1
3967,2021-01-05,Maywood,0,0,22856,0
3968,2021-01-05,Monrovia,6,20,36382,0.1
3969,2021-01-05,Montebello,9,12,55095,0
3970,2021-01-05,Monterey Park,10,14,55132,0
3971,2021-01-05,Newhall,0,0,195,0
3972,2021-01-05,North Lancaster,0,0,1116,0
3973,2021-01-05,North Whittier,2,2,7231,0
3974,2021-01-05,Norwalk,13,19,90824,0
3975,2021-01-05,Padua Hills,0,0,203,0
3976,2021-01-05,Palmdale,44,48,132486,0
3977,2021-01-05,Palos Verdes Estates,8,11,12635,0.1
3978,2021-01-05,Palos Verdes Peninsula,0,0,595,0
3979,2021-01-05,Paramount,4,8,45813,0
3980,2021-01-05,Pasadena,53,88,126923,0.1
3981,2021-01-05,Pearblossom/Llano,0,0,1748,0
3982,2021-01-05,Pellissier Village,0,0,515,0
3983,2021-01-05,Pico Rivera,9,10,54715,0
3984,2021-01-05,Placerita Canyon,0,0,383,0
3985,2021-01-05,Pomona,11,23,130766,0
3986,2021-01-05,Quartz Hill,3,3,11319,0
3987,2021-01-05,Rancho Dominguez,0,0,2407,0
3988,2021-01-05,Rancho Palos Verdes,12,13,39438,0
3989,2021-01-05,Redondo Beach,14,16,58665,0
3990,2021-01-05,Rolling Hills,2,3,1819,0.2
3991,2021-01-05,Rolling Hills Estates,4,4,7702,0.1
3992,2021-01-05,Roosevelt,0,0,768,0
3993,2021-01-05,Rosemead,5,9,48554,0
3994,2021-01-05,Rosewood,0,0,1134,0
3995,2021-01-05,Rosewood/East Gardena,0,0,1064,0
3996,2021-01-05,Rosewood/West Rancho Dominguez,1,2,2878,0.1
3997,2021-01-05,Rowland Heights,9,15,45524,0
3998,2021-01-05,San Dimas,11,25,31193,0.1
3999,2021-01-05,San Fernando,5,5,20965,0
4000,2021-01-05,San Francisquito Canyon/Bouquet Canyon,0,0,154,0
4001,2021-01-05,San Gabriel,18,48,36321,0.1
4002,2021-01-05,San Jose Hills,3,4,16912,0
4003,2021-01-05,San Marino,8,17,12278,0.1
4004,2021-01-05,San Pasqual,2,3,1737,0.2
4005,2021-01-05,Sand Canyon,0,0,293,0
4006,2021-01-05,Santa Catalina Island,0,0,256,0
4007,2021-01-05,Santa Clarita,139,250,188565,0.1
4008,2021-01-05,Santa Fe Springs,0,1,15903,0
4009,2021-01-05,Santa Monica,40,56,84349,0.1
4010,2021-01-05,Santa Monica Mountains,4,5,17015,0
4011,2021-01-05,Saugus/Canyon Country,0,0,344,0
4012,2021-01-05,Sierra Madre,2,7,10002,0.1
4013,2021-01-05,Signal Hill,4,5,9907,0.1
4014,2021-01-05,South Antelope Valley,0,0,432,0
4015,2021-01-05,South El Monte,2,2,19249,0
4016,2021-01-05,South Gate,5,7,80283,0
4017,2021-01-05,South Pasadena,20,28,23381,0.1
4018,2021-01-05,South San Gabriel,0,1,7942,0
4019,2021-01-05,South Whittier,10,11,50584,0
4020,2021-01-05,Southeast Antelope Valley,0,0,663,0
4021,2021-01-05,Stevenson Ranch,20,39,18736,0.2
4022,2021-01-05,Sun Village,1,1,5041,0
4023,2021-01-05,Sunrise Village,1,1,1120,0.1
4024,2021-01-05,Temple City,6,12,33037,0
4025,2021-01-05,Torrance,28,32,131421,0
4026,2021-01-05,Twin Lakes/Oat Mountain,1,2,1460,0.1
4027,2021-01-05,Val Verde,1,1,2907,0
4028,2021-01-05,Valencia,4,11,2573,0.4
4029,2021-01-05,Valinda,4,9,19756,0
4030,2021-01-05,View Park/Windsor Hills,1,2,10571,0
4031,2021-01-05,Walnut,8,14,28130,0
4032,2021-01-05,Walnut Park,2,2,13438,0
4033,2021-01-05,West Antelope Valley,0,0,1414,0
4034,2021-01-05,West Carson,7,11,19327,0.1
4035,2021-01-05,West Covina,23,50,93958,0.1
4036,2021-01-05,West Hollywood,8,13,34698,0
4037,2021-01-05,West LA,0,1,898,0.1
4038,2021-01-05,West Puente Valley,0,0,8419,0
4039,2021-01-05,West Rancho Dominguez,0,0,1161,0
4040,2021-01-05,West Whittier/Los Nietos,7,8,23033,0
4041,2021-01-05,Westfield/Academy Hills,0,0,1210,0
4042,2021-01-05,Westhills,0,0,805,0
4043,2021-01-05,Westlake Village,0,0,7749,0
4044,2021-01-05,Westmont,3,6,35234,0
4045,2021-01-05,White Fence Farms,6,6,3491,0.2
4046,2021-01-05,Whittier,10,18,78566,0
4047,2021-01-05,Willowbrook,6,7,28616,0
4048,2021-01-05,Wiseburn,0,0,5152,0
4049,2021-01-06,Acton,4,5,7269,0.1
4050,2021-01-06,Agoura Hills,20,28,18920,0.1
4051,2021-01-06,Agua Dulce,2,4,3871,0.1
4052,2021-01-06,Alhambra,45,77,76362,0.1
4053,2021-01-06,Altadena,14,26,38928,0.1
4054,2021-01-06,Anaverde,1,2,1347,0.1
4055,2021-01-06,Angeles National Forest,0,0,1136,0
4056,2021-01-06,Arcadia,66,98,60474,0.2
4057,2021-01-06,Artesia,15,19,15043,0.1
4058,2021-01-06,Athens Village,1,1,4048,0
4059,2021-01-06,Avalon,0,0,3266,0
4060,2021-01-06,Avocado Heights,2,4,5780,0.1
4061,2021-01-06,Azusa,30,52,56925,0.1
4062,2021-01-06,Baldwin Park,27,50,65069,0.1
4063,2021-01-06,Bassett,7,10,12572,0.1
4064,2021-01-06,Bell,5,6,30235,0
4065,2021-01-06,Bell Gardens,2,4,35056,0
4066,2021-01-06,Bellflower,36,48,65994,0.1
4067,2021-01-06,Beverly Hills,24,35,31578,0.1
4068,2021-01-06,Bouquet Canyon,1,1,953,0.1
4069,2021-01-06,Bradbury,1,2,979,0.2
4070,2021-01-06,Burbank,64,108,93794,0.1
4071,2021-01-06,Calabasas,23,32,21901,0.1
4072,2021-01-06,Canyon Country,1,1,1676,0.1
4073,2021-01-06,Carson,63,94,81850,0.1
4074,2021-01-06,Castaic,26,47,24050,0.2
4075,2021-01-06,Cerritos,53,72,47203,0.2
4076,2021-01-06,Charter Oak,10,19,11566,0.2
4077,2021-01-06,Claremont,45,63,34332,0.2
4078,2021-01-06,Commerce,4,5,10917,0
4079,2021-01-06,Compton,15,24,80305,0
4080,2021-01-06,Covina,56,112,56881,0.2
4081,2021-01-06,Cudahy,1,2,19865,0
4082,2021-01-06,Culver City,37,62,35395,0.2
4083,2021-01-06,Del Aire,0,4,3780,0.1
4084,2021-01-06,Del Rey,2,3,381,0.8
4085,2021-01-06,Del Sur,1,1,2227,0
4086,2021-01-06,Desert View Highlands,3,3,2141,0.1
4087,2021-01-06,Diamond Bar,43,67,51968,0.1
4088,2021-01-06,Downey,44,62,97261,0.1
4089,2021-01-06,Duarte,17,36,22893,0.2
4090,2021-01-06,East Covina,0,0,319,0
4091,2021-01-06,East La Mirada,3,4,4706,0.1
4092,2021-01-06,East Lancaster,0,0,97,0
4093,2021-01-06,East Los Angeles,34,51,102599,0
4094,2021-01-06,East Pasadena,5,9,6758,0.1
4095,2021-01-06,East Rancho Dominguez,4,4,12183,0
4096,2021-01-06,East San Gabriel,12,16,21191,0.1
4097,2021-01-06,East Whittier,1,2,4590,0
4098,2021-01-06,El Camino Village,2,3,7300,0
4099,2021-01-06,El Monte,36,42,98965,0
4100,2021-01-06,El Segundo,9,12,15096,0.1
4101,2021-01-06,Elizabeth Lake,0,0,1517,0
4102,2021-01-06,Florence-Graham,7,10,51924,0
4103,2021-01-06,Gardena,88,94,52660,0.2
4104,2021-01-06,Glendale,101,147,184755,0.1
4105,2021-01-06,Glendora,52,95,47029,0.2
4106,2021-01-06,Hacienda Heights,33,50,50240,0.1
4107,2021-01-06,Hawaiian Gardens,3,3,12077,0
4108,2021-01-06,Hawthorne,28,40,75036,0.1
4109,2021-01-06,Hermosa Beach,37,58,17571,0.3
4110,2021-01-06,Hi Vista,0,0,934,0
4111,2021-01-06,Hidden Hills,2,2,1758,0.1
4112,2021-01-06,Huntington Park,43,46,49109,0.1
4113,2021-01-06,Inglewood,37,44,95382,0
4114,2021-01-06,Irwindale,2,2,1332,0.2
4115,2021-01-06,Kagel/Lopez Canyons,0,0,1167,0
4116,2021-01-06,La Canada Flintridge,52,76,19192,0.4
4117,2021-01-06,La Crescenta-Montrose,18,29,17899,0.2
4118,2021-01-06,La Habra Heights,8,12,5732,0.2
4119,2021-01-06,La Mirada,40,57,43990,0.1
4120,2021-01-06,La Puente,17,26,34490,0.1
4121,2021-01-06,La Rambla,3,3,1785,0.2
4122,2021-01-06,La Verne,23,43,31907,0.1
4123,2021-01-06,Ladera Heights,7,10,6422,0.2
4124,2021-01-06,Lake Hughes,1,1,570,0.2
4125,2021-01-06,Lake Los Angeles,6,6,10813,0.1
4126,2021-01-06,Lake Manor,1,1,1470,0.1
4127,2021-01-06,Lakewood,77,102,70726,0.1
4128,2021-01-06,Lancaster,117,195,134419,0.1
4129,2021-01-06,Lawndale,11,15,28284,0.1
4130,2021-01-06,Lennox,4,4,18429,0
4131,2021-01-06,Leona Valley,0,1,1630,0.1
4132,2021-01-06,Littlerock,0,0,3507,0
4133,2021-01-06,Littlerock/Juniper Hills,1,1,1277,0.1
4134,2021-01-06,Littlerock/Pearblossom,2,2,3042,0.1
4135,2021-01-06,Llano,0,0,783,0
4136,2021-01-06,Lomita,7,10,17918,0.1
4137,2021-01-06,Long Beach,197,288,405914,0.1
4138,2021-01-06,Los Angeles,1932,2794,3466830,0.1
4139,2021-01-06,Lynwood,10,18,58354,0
4140,2021-01-06,Malibu,3,6,11447,0.1
4141,2021-01-06,Manhattan Beach,42,64,31855,0.2
4142,2021-01-06,Marina del Rey,10,15,8508,0.2
4143,2021-01-06,Maywood,1,1,22856,0
4144,2021-01-06,Monrovia,26,46,36382,0.1
4145,2021-01-06,Montebello,35,47,55095,0.1
4146,2021-01-06,Monterey Park,53,67,55132,0.1
4147,2021-01-06,Newhall,2,2,195,1
4148,2021-01-06,North Lancaster,0,0,1116,0
4149,2021-01-06,North Whittier,10,12,7231,0.2
4150,2021-01-06,Norwalk,124,143,90824,0.2
4151,2021-01-06,Padua Hills,0,0,203,0
4152,2021-01-06,Palmdale,105,153,132486,0.1
4153,2021-01-06,Palos Verdes Estates,10,21,12635,0.2
4154,2021-01-06,Palos Verdes Peninsula,0,0,595,0
4155,2021-01-06,Paramount,13,21,45813,0
4156,2021-01-06,Pasadena,127,215,126923,0.2
4157,2021-01-06,Pearblossom/Llano,0,0,1748,0
4158,2021-01-06,Pellissier Village,0,0,515,0
4159,2021-01-06,Pico Rivera,17,27,54715,0
4160,2021-01-06,Placerita Canyon,0,0,383,0
4161,2021-01-06,Pomona,60,83,130766,0.1
4162,2021-01-06,Quartz Hill,10,13,11319,0.1
4163,2021-01-06,Rancho Dominguez,2,2,2407,0.1
4164,2021-01-06,Rancho Palos Verdes,31,44,39438,0.1
4165,2021-01-06,Redondo Beach,61,77,58665,0.1
4166,2021-01-06,Rolling Hills,1,4,1819,0.2
4167,2021-01-06,Rolling Hills Estates,6,10,7702,0.1
4168,2021-01-06,Roosevelt,0,0,768,0
4169,2021-01-06,Rosemead,25,34,48554,0.1
4170,2021-01-06,Rosewood,1,1,1134,0.1
4171,2021-01-06,Rosewood/East Gardena,1,1,1064,0.1
4172,2021-01-06,Rosewood/West Rancho Dominguez,0,2,2878,0.1
4173,2021-01-06,Rowland Heights,28,43,45524,0.1
4174,2021-01-06,San Dimas,33,58,31193,0.2
